Summary stats:
1.3.9.2 :	 5 	 0 	 2 	 0 	 1 	 3 	 0 	 0 	 47 	 55 	 62
1.3.10.1 :	 11 	 0 	 0 	 0 	 0 	 6 	 0 	 0 	 39 	 50 	 61
1.3.10.2 :	 8 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 20 	 28 	 35
1.3.11.1 :	 4 	 0 	 2 	 0 	 1 	 1 	 0 	 0 	 69 	 76 	 82
1.3.12.1 :	 6 	 0 	 0 	 0 	 2 	 1 	 0 	 0 	 26 	 34 	 40
1.3.13.1 :	 5 	 0 	 0 	 0 	 1 	 3 	 0 	 0 	 44 	 50 	 55
1.3.13.2 :	 4 	 0 	 0 	 0 	 4 	 2 	 0 	 0 	 39 	 47 	 51
1.3.14.1 :	 6 	 0 	 0 	 0 	 5 	 2 	 0 	 0 	 39 	 50 	 56
1.3.14.2 :	 5 	 1 	 2 	 0 	 5 	 3 	 0 	 1 	 39 	 50 	 56
1.3.14.3 :	 5 	 1 	 0 	 0 	 7 	 4 	 0 	 0 	 39 	 50 	 54
1.3.14.4 :	 9 	 0 	 1 	 0 	 6 	 3 	 0 	 0 	 34 	 50 	 60
1.3.14.5 :	 11 	 5 	 0 	 0 	 8 	 4 	 0 	 0 	 36 	 50 	 56
1.3.14.6 :	 10 	 2 	 0 	 0 	 6 	 2 	 0 	 0 	 36 	 50 	 58
1.3.14.7 :	 8 	 2 	 1 	 0 	 7 	 2 	 0 	 0 	 36 	 50 	 57
1.3.14.8 :	 4 	 2 	 1 	 0 	 12 	 4 	 0 	 0 	 49 	 64 	 67
31 :		 229 	 17 	 18 	 0 	 85 	 97 	 0 	 3 	 1252 	 1567 	 1797
Summary stats:
1.4.1.1 :	 15 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 35 	 50 	 65
1.4.1.2 :	 0 	 0 	 3 	 0 	 2 	 3 	 0 	 0 	 54 	 59 	 62
1.4.2.1 :	 6 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 40 	 47 	 53
1.4.3.1 :	 9 	 0 	 1 	 0 	 1 	 2 	 0 	 0 	 46 	 57 	 67
1.4.4.1 :	 9 	 2 	 3 	 0 	 5 	 4 	 0 	 0 	 28 	 43 	 53
1.4.5.1 :	 5 	 1 	 0 	 0 	 3 	 0 	 0 	 0 	 13 	 20 	 24
1.4.6.1 :	 4 	 1 	 0 	 0 	 3 	 0 	 0 	 0 	 12 	 18 	 21
1.4.7.1 :	 4 	 0 	 0 	 0 	 3 	 2 	 0 	 0 	 12 	 19 	 23
1.4.8.1 :	 6 	 1 	 0 	 0 	 3 	 0 	 0 	 0 	 17 	 25 	 30
1.4.9.1 :	 5 	 0 	 0 	 0 	 2 	 1 	 0 	 0 	 19 	 26 	 31
1.4.10.1 :	 4 	 0 	 0 	 0 	 1 	 2 	 0 	 0 	 38 	 43 	 47
1.4.11.1 :	 4 	 0 	 0 	 0 	 3 	 1 	 0 	 0 	 35 	 42 	 46
1.4.12.1 :	 4 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 18 	 22 	 25
1.4.13.1 :	 5 	 0 	 0 	 0 	 3 	 1 	 0 	 0 	 27 	 35 	 40
1.4.14.1 :	 3 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 26 	 30 	 33
1.4.15.1 :	 3 	 0 	 1 	 0 	 3 	 1 	 0 	 0 	 13 	 20 	 24
1.4.16.1 :	 3 	 1 	 0 	 0 	 3 	 1 	 0 	 0 	 15 	 20 	 22
1.4.17.1 :	 4 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 19 	 26 	 30
1.4.18.1 :	 3 	 1 	 0 	 0 	 3 	 1 	 0 	 0 	 24 	 29 	 31
1.4.19.1 :	 3 	 0 	 0 	 0 	 3 	 1 	 0 	 1 	 23 	 29 	 32
1.4.20.1 :	 4 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 12 	 19 	 23
1.4.21.1 :	 10 	 1 	 0 	 0 	 3 	 1 	 0 	 0 	 14 	 26 	 35
1.4.22.1 :	 6 	 0 	 2 	 1 	 8 	 5 	 0 	 1 	 62 	 77 	 84
1.4.23.1 :	 4 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 17 	 24 	 28
1.4.24.1 :	 4 	 0 	 0 	 0 	 3 	 1 	 0 	 1 	 16 	 23 	 27
1.4.25.1 :	 2 	 0 	 0 	 0 	 3 	 1 	 0 	 0 	 9 	 14 	 16
1.4.26.1 :	 2 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 9 	 12 	 14
1.4.27.1 :	 5 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 8 	 15 	 21
1.4.28.1 :	 6 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 19 	 26 	 32
1.4.29.1 :	 1 	 0 	 0 	 0 	 3 	 1 	 0 	 0 	 19 	 23 	 24
1.4.30.1 :	 2 	 0 	 2 	 0 	 3 	 0 	 0 	 0 	 14 	 21 	 25
1.4.31.1 :	 3 	 0 	 0 	 0 	 3 	 1 	 0 	 0 	 14 	 20 	 23
1.4.32.1 :	 2 	 2 	 0 	 0 	 2 	 1 	 0 	 1 	 7 	 9 	 9
1.4.33.1 :	 3 	 0 	 1 	 0 	 2 	 0 	 0 	 0 	 13 	 19 	 23
1.4.34.1 :	 4 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 31 	 36 	 40
1.4.35.1 :	 7 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 16 	 24 	 31
1.4.36.1 :	 7 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 11 	 18 	 24
1.4.37.1 :	 2 	 0 	 1 	 1 	 3 	 1 	 0 	 0 	 21 	 26 	 28
1.4.38.1 :	 2 	 0 	 1 	 0 	 2 	 1 	 0 	 0 	 18 	 23 	 26
1.4.39.1 :	 2 	 1 	 0 	 0 	 3 	 2 	 0 	 0 	 23 	 27 	 28
1.4.40.1 :	 5 	 1 	 0 	 0 	 3 	 1 	 0 	 0 	 19 	 26 	 30
1.4.41.1 :	 3 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 20 	 26 	 29
1.4.42.1 :	 5 	 0 	 0 	 0 	 3 	 1 	 0 	 0 	 22 	 30 	 35
1.4.43.1 :	 3 	 0 	 1 	 0 	 6 	 1 	 0 	 0 	 40 	 50 	 54
1.4.43.2 :	 14 	 1 	 0 	 0 	 3 	 9 	 0 	 0 	 52 	 68 	 81
1.4.44.1 :	 8 	 0 	 0 	 0 	 5 	 8 	 0 	 0 	 37 	 50 	 58
1.4.44.2 :	 5 	 1 	 1 	 0 	 5 	 3 	 0 	 0 	 40 	 50 	 55
1.4.44.3 :	 6 	 1 	 0 	 0 	 3 	 3 	 1 	 0 	 40 	 48 	 53
1.4.45.1 :	 9 	 0 	 0 	 0 	 5 	 2 	 0 	 0 	 36 	 50 	 59
1.4.45.2 :	 13 	 1 	 0 	 0 	 3 	 5 	 0 	 0 	 35 	 50 	 62
1.4.45.3 :	 7 	 0 	 0 	 0 	 2 	 4 	 0 	 0 	 47 	 56 	 63
1.4.46.1 :	 11 	 1 	 1 	 0 	 6 	 1 	 0 	 0 	 33 	 50 	 61
1.4.46.2 :	 9 	 2 	 0 	 0 	 8 	 8 	 1 	 0 	 35 	 50 	 57
1.4.46.3 :	 10 	 6 	 0 	 0 	 11 	 3 	 0 	 0 	 49 	 64 	 68
54 :		 285 	 27 	 19 	 2 	 163 	 86 	 2 	 4 	 1372 	 1810 	 2085
Summary stats:
1.5.1.1 :	 7 	 0 	 0 	 0 	 0 	 5 	 0 	 0 	 43 	 50 	 57
1.5.1.2 :	 5 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 45 	 50 	 55
1.5.1.3 :	 5 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 45 	 50 	 55
1.5.1.4 :	 18 	 0 	 1 	 0 	 1 	 8 	 0 	 0 	 55 	 75 	 94
1.5.2.1 :	 7 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 43 	 50 	 57
1.5.2.2 :	 12 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 38 	 50 	 62
1.5.2.3 :	 7 	 0 	 4 	 0 	 0 	 2 	 0 	 0 	 39 	 50 	 61
1.5.2.4 :	 17 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 32 	 50 	 68
1.5.2.5 :	 7 	 0 	 0 	 0 	 1 	 3 	 0 	 0 	 28 	 36 	 43
1.5.3.1 :	 8 	 2 	 0 	 0 	 8 	 5 	 0 	 0 	 36 	 50 	 56
1.5.3.2 :	 6 	 1 	 0 	 0 	 6 	 3 	 0 	 0 	 39 	 50 	 55
1.5.3.3 :	 7 	 0 	 0 	 0 	 7 	 3 	 0 	 1 	 49 	 63 	 70
1.5.4.1 :	 6 	 0 	 1 	 0 	 0 	 5 	 0 	 0 	 43 	 50 	 57
1.5.4.2 :	 10 	 0 	 1 	 0 	 0 	 5 	 0 	 0 	 39 	 50 	 61
1.5.4.3 :	 6 	 0 	 0 	 0 	 0 	 6 	 0 	 0 	 44 	 50 	 56
1.5.4.4 :	 7 	 0 	 1 	 0 	 1 	 3 	 0 	 0 	 66 	 75 	 83
1.5.5.1 :	 6 	 1 	 2 	 0 	 8 	 1 	 0 	 0 	 35 	 50 	 57
1.5.5.2 :	 2 	 1 	 1 	 0 	 7 	 2 	 0 	 2 	 41 	 50 	 52
1.5.5.3 :	 3 	 1 	 0 	 0 	 9 	 4 	 0 	 0 	 39 	 50 	 52
1.5.5.4 :	 9 	 0 	 1 	 0 	 4 	 7 	 0 	 0 	 53 	 67 	 77
1.5.6.1 :	 3 	 0 	 0 	 0 	 2 	 2 	 0 	 0 	 45 	 50 	 53
1.5.6.2 :	 7 	 0 	 0 	 0 	 7 	 5 	 0 	 1 	 36 	 50 	 57
1.5.6.3 :	 5 	 2 	 0 	 0 	 7 	 1 	 0 	 1 	 40 	 50 	 53
1.5.6.4 :	 14 	 2 	 0 	 0 	 10 	 3 	 0 	 0 	 57 	 79 	 91
1.5.7.1 :	 6 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 44 	 50 	 56
1.5.7.2 :	 4 	 0 	 2 	 0 	 0 	 4 	 0 	 0 	 44 	 50 	 56
1.5.7.3 :	 8 	 0 	 1 	 0 	 0 	 7 	 0 	 0 	 41 	 50 	 59
1.5.7.4 :	 6 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 44 	 50 	 56
1.5.7.5 :	 5 	 0 	 1 	 0 	 0 	 3 	 0 	 0 	 44 	 50 	 56
1.5.7.6 :	 10 	 0 	 0 	 0 	 1 	 4 	 0 	 0 	 55 	 66 	 76
1.5.8.1 :	 1 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 49 	 50 	 51
1.5.8.2 :	 6 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 44 	 50 	 56
1.5.8.3 :	 11 	 0 	 2 	 0 	 0 	 6 	 0 	 0 	 37 	 50 	 63
1.5.8.4 :	 4 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 46 	 50 	 54
1.5.8.5 :	 9 	 0 	 0 	 0 	 1 	 4 	 0 	 0 	 69 	 79 	 88
1.5.9.1 :	 7 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 43 	 50 	 57
1.5.9.2 :	 5 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 45 	 50 	 55
1.5.9.3 :	 2 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 48 	 50 	 52
1.5.9.4 :	 4 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 46 	 50 	 54
1.5.9.5 :	 4 	 0 	 2 	 0 	 0 	 4 	 0 	 0 	 44 	 50 	 56
1.5.9.6 :	 8 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 41 	 50 	 59
1.5.9.7 :	 18 	 0 	 0 	 0 	 1 	 5 	 0 	 0 	 44 	 63 	 81
1.5.10.1 :	 8 	 1 	 3 	 1 	 5 	 2 	 0 	 0 	 36 	 50 	 59
1.5.10.2 :	 12 	 3 	 0 	 0 	 7 	 4 	 0 	 0 	 34 	 50 	 59
1.5.10.3 :	 3 	 0 	 0 	 0 	 5 	 2 	 0 	 0 	 42 	 50 	 53
1.5.10.4 :	 5 	 0 	 1 	 0 	 5 	 5 	 0 	 0 	 34 	 45 	 51
1.5.11.1 :	 4 	 2 	 1 	 0 	 7 	 2 	 0 	 0 	 40 	 50 	 53
1.5.11.2 :	 9 	 3 	 1 	 0 	 6 	 1 	 0 	 0 	 37 	 50 	 57
1.5.11.3 :	 8 	 3 	 0 	 0 	 6 	 6 	 0 	 1 	 39 	 50 	 55
1.5.11.4 :	 5 	 0 	 0 	 0 	 7 	 4 	 0 	 1 	 38 	 50 	 55
1.5.11.5 :	 13 	 4 	 0 	 0 	 11 	 6 	 0 	 1 	 49 	 69 	 78
51 :		 369 	 26 	 28 	 1 	 140 	 181 	 0 	 8 	 2207 	 2717 	 3087
Summary stats:
1.6.1.1 :	 8 	 0 	 0 	 0 	 3 	 1 	 0 	 0 	 39 	 50 	 58
1.6.1.2 :	 3 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 47 	 50 	 53
1.6.1.3 :	 4 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 28 	 33 	 37
1.6.2.1 :	 13 	 1 	 0 	 0 	 2 	 0 	 0 	 0 	 36 	 50 	 62
1.6.2.2 :	 13 	 2 	 1 	 1 	 3 	 3 	 0 	 0 	 36 	 50 	 61
1.6.2.3 :	 5 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 45 	 50 	 55
1.6.2.4 :	 12 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 23 	 36 	 48
1.6.3.1 :	 6 	 0 	 0 	 0 	 0 	 6 	 0 	 0 	 44 	 50 	 56
1.6.3.2 :	 4 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 46 	 50 	 54
1.6.3.3 :	 5 	 0 	 0 	 0 	 3 	 2 	 0 	 0 	 48 	 56 	 61
1.6.4.1 :	 14 	 0 	 0 	 0 	 0 	 5 	 0 	 0 	 36 	 50 	 64
1.6.4.2 :	 13 	 0 	 1 	 0 	 4 	 6 	 0 	 2 	 32 	 50 	 64
1.6.4.3 :	 7 	 0 	 0 	 0 	 2 	 4 	 0 	 0 	 41 	 50 	 57
1.6.4.4 :	 5 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 38 	 44 	 49
1.6.5.1 :	 6 	 1 	 0 	 0 	 2 	 2 	 0 	 0 	 43 	 50 	 55
1.6.5.2 :	 10 	 0 	 0 	 0 	 1 	 4 	 0 	 0 	 68 	 79 	 89
1.6.6.1 :	 7 	 0 	 0 	 0 	 1 	 2 	 0 	 0 	 42 	 50 	 57
1.6.6.2 :	 8 	 0 	 1 	 0 	 3 	 6 	 0 	 0 	 38 	 50 	 59
1.6.6.3 :	 8 	 0 	 0 	 0 	 1 	 4 	 0 	 0 	 41 	 50 	 58
1.6.6.4 :	 10 	 2 	 0 	 0 	 4 	 1 	 0 	 0 	 23 	 35 	 43
1.6.7.1 :	 10 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 39 	 50 	 61
1.6.7.2 :	 10 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 40 	 50 	 60
1.6.7.3 :	 7 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 43 	 50 	 57
1.6.7.4 :	 3 	 0 	 0 	 0 	 1 	 2 	 0 	 0 	 49 	 53 	 56
1.6.8.1 :	 6 	 0 	 0 	 0 	 0 	 5 	 0 	 0 	 44 	 50 	 56
1.6.8.2 :	 9 	 0 	 1 	 0 	 0 	 4 	 0 	 0 	 40 	 50 	 60
1.6.8.3 :	 5 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 45 	 50 	 55
1.6.8.4 :	 6 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 53 	 61 	 68
1.6.9.1 :	 16 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 34 	 50 	 66
1.6.9.2 :	 10 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 40 	 50 	 60
1.6.9.3 :	 10 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 40 	 50 	 60
1.6.9.4 :	 11 	 0 	 0 	 0 	 1 	 3 	 0 	 0 	 28 	 40 	 51
1.6.10.1 :	 7 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 43 	 50 	 57
1.6.10.2 :	 12 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 38 	 50 	 62
1.6.10.3 :	 15 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 35 	 50 	 65
1.6.10.4 :	 12 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 38 	 50 	 62
1.6.10.5 :	 11 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 39 	 50 	 61
1.6.10.6 :	 3 	 0 	 0 	 0 	 1 	 2 	 0 	 0 	 32 	 36 	 39
1.6.11.1 :	 14 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 36 	 50 	 64
1.6.11.2 :	 9 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 41 	 50 	 59
1.6.11.3 :	 4 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 46 	 50 	 54
1.6.11.4 :	 8 	 0 	 0 	 0 	 0 	 5 	 0 	 0 	 42 	 50 	 58
1.6.11.5 :	 8 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 42 	 50 	 58
1.6.11.6 :	 9 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 41 	 50 	 59
1.6.11.7 :	 6 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 31 	 38 	 44
1.6.12.1 :	 5 	 2 	 1 	 0 	 7 	 6 	 0 	 1 	 39 	 50 	 54
1.6.12.2 :	 4 	 1 	 0 	 0 	 7 	 4 	 0 	 1 	 40 	 50 	 53
1.6.12.3 :	 5 	 0 	 0 	 0 	 6 	 3 	 0 	 1 	 39 	 50 	 55
1.6.12.4 :	 6 	 1 	 0 	 0 	 6 	 3 	 0 	 0 	 39 	 50 	 55
1.6.12.5 :	 6 	 1 	 1 	 0 	 6 	 7 	 0 	 1 	 38 	 50 	 56
1.6.12.6 :	 7 	 2 	 0 	 0 	 6 	 0 	 0 	 0 	 37 	 48 	 53
51 :		 415 	 13 	 8 	 1 	 75 	 119 	 0 	 6 	 2025 	 2509 	 2918
Summary stats:
1.7.1.1 :	 8 	 0 	 0 	 0 	 0 	 6 	 0 	 0 	 42 	 50 	 58
1.7.1.2 :	 3 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 47 	 50 	 53
1.7.1.3 :	 6 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 44 	 50 	 56
1.7.1.4 :	 9 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 41 	 50 	 59
1.7.1.5 :	 3 	 0 	 0 	 0 	 0 	 6 	 0 	 0 	 47 	 50 	 53
1.7.1.6 :	 2 	 0 	 1 	 0 	 1 	 4 	 0 	 0 	 65 	 69 	 72
1.7.2.1 :	 5 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 45 	 50 	 55
1.7.2.2 :	 8 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 42 	 50 	 58
1.7.2.3 :	 9 	 0 	 0 	 0 	 0 	 5 	 0 	 0 	 41 	 50 	 59
1.7.2.4 :	 10 	 0 	 0 	 0 	 1 	 7 	 0 	 0 	 59 	 70 	 80
1.7.3.1 :	 8 	 0 	 2 	 0 	 0 	 1 	 0 	 0 	 40 	 50 	 60
1.7.3.2 :	 21 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 29 	 50 	 71
1.7.3.3 :	 9 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 41 	 50 	 59
1.7.3.4 :	 9 	 0 	 0 	 0 	 1 	 2 	 0 	 0 	 55 	 65 	 74
1.7.4.1 :	 12 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 38 	 50 	 62
1.7.4.2 :	 8 	 0 	 0 	 0 	 0 	 7 	 0 	 0 	 42 	 50 	 58
1.7.4.3 :	 4 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 45 	 50 	 55
1.7.4.4 :	 11 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 39 	 50 	 61
1.7.4.5 :	 6 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 44 	 50 	 56
1.7.4.6 :	 5 	 0 	 0 	 0 	 1 	 4 	 0 	 0 	 52 	 58 	 63
1.7.5.1 :	 7 	 0 	 0 	 0 	 0 	 5 	 0 	 0 	 43 	 50 	 57
1.7.5.2 :	 9 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 41 	 50 	 59
1.7.5.3 :	 10 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 40 	 50 	 60
1.7.5.4 :	 13 	 0 	 0 	 0 	 1 	 4 	 0 	 0 	 43 	 57 	 70
1.7.6.1 :	 6 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 44 	 50 	 56
1.7.6.2 :	 11 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 39 	 50 	 61
1.7.6.3 :	 12 	 0 	 1 	 0 	 0 	 6 	 0 	 0 	 37 	 50 	 63
1.7.6.4 :	 10 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 40 	 50 	 60
1.7.6.5 :	 5 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 45 	 50 	 55
1.7.6.6 :	 11 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 39 	 50 	 61
1.7.6.7 :	 10 	 0 	 0 	 0 	 1 	 8 	 0 	 0 	 63 	 74 	 84
1.7.7.1 :	 6 	 0 	 0 	 0 	 5 	 2 	 0 	 0 	 39 	 50 	 56
1.7.7.2 :	 13 	 1 	 0 	 0 	 5 	 2 	 0 	 0 	 48 	 65 	 77
1.7.8.1 :	 8 	 0 	 0 	 0 	 2 	 1 	 0 	 0 	 40 	 50 	 58
1.7.8.2 :	 12 	 3 	 0 	 0 	 6 	 0 	 0 	 0 	 35 	 50 	 59
1.7.8.3 :	 8 	 3 	 1 	 0 	 6 	 7 	 0 	 0 	 38 	 50 	 56
1.7.8.4 :	 5 	 0 	 0 	 0 	 2 	 4 	 0 	 0 	 35 	 42 	 47
1.7.9.1 :	 6 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 43 	 50 	 56
1.7.9.2 :	 8 	 0 	 0 	 0 	 1 	 4 	 0 	 0 	 50 	 59 	 67
1.7.10.1 :	 12 	 3 	 1 	 1 	 5 	 2 	 0 	 0 	 36 	 50 	 59
1.7.10.2 :	 3 	 0 	 0 	 0 	 6 	 9 	 0 	 1 	 41 	 50 	 53
1.7.10.3 :	 5 	 1 	 0 	 0 	 4 	 2 	 0 	 0 	 28 	 36 	 40
1.7.11.1 :	 13 	 0 	 0 	 0 	 0 	 9 	 0 	 0 	 37 	 50 	 63
